Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
02-Oct-19,88,3:23:00 PM,Wednesday,St. Clair Station,Mechanical,15,30,EB,8329
02-Oct-19,39,3:35:00 PM,Wednesday,Finch Station,Mechanical,145,29,E/B,3463
02-Oct-19,26,3:42:00 PM,Wednesday,St. George Station,Vision,17,34,W/B,1416
02-Oct-19,36,3:45:00 PM,Wednesday,Humberwood loop,Mechanical,5,10,W/B,9108
02-Oct-19,94,4:04:00 PM,Wednesday,Castle Frank Stn,Investigation,21,42,W/B,1123
02-Oct-19,86,4:14:00 PM,Wednesday,Kennedy STN,Mechanical,16,32,E/B,8748
02-Oct-19,161,4:35:00 PM,Wednesday,Jane and Alliance,Mechanical,13,26,E/B,1144
02-Oct-19,21,4:37:00 PM,Wednesday,Scarborough Town centre,Mechanical,11,22,N/B,1224
02-Oct-19,902,5:00:00 PM,Wednesday,Warden Station,Mechanical,10,20,N/B,3153
02-Oct-19,937,5:00:00 PM,Wednesday,Steeles and Islington,Mechanical,12,24,S/B,8026
02-Oct-19,67,5:03:00 PM,Wednesday,St Clair / Pharmacy,Investigation,10,20,S/B,8742
02-Oct-19,35,5:20:00 PM,Wednesday,Jane and Spenvalley,Investigation,7,14,N/B,3241
02-Oct-19,51,5:30:00 PM,Wednesday,Eglinton STN,Investigation,18,36,S/B,1344
02-Oct-19,16,5:31:00 PM,Wednesday,Eglinton,Investigation,12,24,S/B,9214
02-Oct-19,75,6:15:00 PM,Wednesday,Sherbourne and Adelaide,Investigation,1,1,S/B,1201
02-Oct-19,116,6:22:00 PM,Wednesday,Kingston and Eglinton,Mechanical,2,7,W/B,8682
02-Oct-19,143,6:28:00 PM,Wednesday,Neville Loop,Mechanical,20,50,W/B,8468
02-Oct-19,121,6:33:00 PM,Wednesday,Lakeshore / Cherry street,Utilized Off Route,18,36,W/B,8522
02-Oct-19,168,7:00:00 PM,Wednesday,Avon Loop,Mechanical,11,18,S/B,1264
02-Oct-19,52,7:15:00 PM,Wednesday,Black Creek and Lawrence,Diversion,255,265,,8183
02-Oct-19,989,7:28:00 PM,Wednesday,Weston at Steeles,Investigation,1,1,N/B,1050
02-Oct-19,116,8:09:00 PM,Wednesday,Eglinton at Danforth,Investigation,7,13,W/B,8684
02-Oct-19,26,8:29:00 PM,Wednesday,Dupont and Spadina,Mechanical,20,40,W/B,1068
02-Oct-19,46,8:46:00 PM,Wednesday,Martingrove at Porterfield,Investigation,17,37,S/B,3231
02-Oct-19,102,9:39:00 PM,Wednesday,Markhan at Sheppard,Investigation,10,20,N/B,3121
02-Oct-19,32,9:44:00 PM,Wednesday,Eglinton Station,Mechanical,10,20,W/B,1096
02-Oct-19,7,10:09:00 PM,Wednesday,Bathurst Station,Mechanical,8,16,N/B,8110
02-Oct-19,85,10:13:00 PM,Wednesday,Don Mills station,Investigation,22,44,E/B,3480
02-Oct-19,62,10:15:00 PM,Wednesday,Main Station,Mechanical,20,40,W/B,9225
02-Oct-19,86,10:34:00 PM,Wednesday,Kingston Rd at Morningside,Emergency Services,10,20,W/B,8779
02-Oct-19,47,11:10:00 PM,Wednesday,Lawrence and Caledonia,Diversion,25,45,B/W,
02-Oct-19,53,11:20:00 PM,Wednesday,Birchmount and Steeles,Diversion,97,106,W/B,3525
03-Oct-19,98,12:10:00 AM,Thursday,Yonge and Steeles,Mechanical,30,60,E/B,1319
03-Oct-19,86,12:25:00 AM,Thursday,Meadowvale and Ellesmere,Investigation,10,20,S/B,8647
03-Oct-19,21,12:35:00 AM,Thursday,Brimley and Ellesmere,Mechanical,30,60,S/B,3455
03-Oct-19,995,1:33:00 AM,Thursday,Morissh rd and ellesmere,Mechanical,10,20,E/B,1548
03-Oct-19,320,2:22:00 AM,Thursday,Yonge Street and Castlefield Avenue,Emergency Services,5,10,N/B,1354
03-Oct-19,300,2:47:00 AM,Thursday,Bloor & Montgomery,Mechanical,20,40,W/B,3516
03-Oct-19,325,4:13:00 AM,Thursday,Carlaw & Queen,Investigation,30,60,S/B,8714
03-Oct-19,52,5:50:00 AM,Thursday,Jane and Lawrence,Mechanical,13,22,E/B,1399
03-Oct-19,168,6:10:00 AM,Thursday,Rogers/Keele,Investigation,8,14,E/B,1115
03-Oct-19,53,6:10:00 AM,Thursday,Passmore /Markham,Mechanical,5,11,W/B,3416
03-Oct-19,45,6:15:00 AM,Thursday,Kipling Station,Mechanical,21,42,N/B,8069
03-Oct-19,112,6:35:00 AM,Thursday,Disco Rd and Attwell,Mechanical,7,14,S/B,8423
03-Oct-19,34,6:42:00 AM,Thursday,Brichmount and Eglinton,Investigation,4,8,E/B,8772
03-Oct-19,960,7:17:00 AM,Thursday,Steeles / Dufferin,Mechanical,10,20,W/B,3482
03-Oct-19,165,7:25:00 AM,Thursday,Wilson & Jane,Mechanical,6,12,W/B,3237
03-Oct-19,37,7:30:00 AM,Thursday,ENTIRE ROUTE,General Delay,14,40,B/W,
03-Oct-19,15,7:30:00 AM,Thursday,entire route,General Delay,15,45,B/W,
03-Oct-19,937,7:30:00 AM,Thursday,ENTIRE ROUTE,General Delay,14,35,B/W,
03-Oct-19,66,7:30:00 AM,Thursday,ENTIRE ROUTE,General Delay,9,35,B/W,
03-Oct-19,939,7:30:00 AM,Thursday,939 Finch Express-All Branch,General Delay,20,29,B/W,1732
03-Oct-19,39,7:30:00 AM,Thursday,39 Finch Route-All Branch,General Delay,18,36,B/W,1611
03-Oct-19,76,7:30:00 AM,Thursday,ENTIRE ROUTE,General Delay,5,30,B/W,
03-Oct-19,34,7:32:00 AM,Thursday,Kennedy Station,Mechanical,4,9,W/B,8683
03-Oct-19,25,7:36:00 AM,Thursday,gate way  and  Don mIlls,Mechanical,7,14,,8860
03-Oct-19,925,8:00:00 AM,Thursday,Don mills  and Eglintion,General Delay,7,14,,
03-Oct-19,95,8:00:00 AM,Thursday,Warden and  to Lelslie and York mills,General Delay,15,23,B/W,
03-Oct-19,32,8:05:00 AM,Thursday,Eglinton and Yonge,Emergency Services,10,19,,1080
03-Oct-19,11,8:11:00 AM,Thursday,Davisville Station,Mechanical,16,32,N/B,1383
03-Oct-19,902,8:18:00 AM,Thursday,Markham Rd/Blake Manor Blvd,Mechanical,10,20,N/B,8493
03-Oct-19,12,8:25:00 AM,Thursday,Brimely at Anson,Investigation,14,28,E/B,8946
03-Oct-19,75,8:30:00 AM,Thursday,South Dr and Glen Rd. - Jarvis St and Queens Quay,General Delay,20,30,B/W,
03-Oct-19,133,8:30:00 AM,Thursday,Ellesmere and Markham,General Delay,25,36,B/W,
03-Oct-19,94,8:30:00 AM,Thursday,Ossington Station - Castle Frank Station,General Delay,20,30,B/W,
03-Oct-19,34,8:30:00 AM,Thursday,Entire Route,General Delay,10,35,B/W,
03-Oct-19,31,8:57:00 AM,Thursday,Green wood station to Danforth,General Delay,12,24,B/W,
03-Oct-19,92,9:00:00 AM,Thursday,woodbin/ queen,General Delay,10,20,B/W,
03-Oct-19,94,9:08:00 AM,Thursday,Wellesley Station,Mechanical,24,48,W/B,1069
03-Oct-19,94,9:08:00 AM,Thursday,Wellsely at Queens Park,Investigation,14,28,W/B,1265
03-Oct-19,60,9:15:00 AM,Thursday,Pioneer Village,Mechanical,7,14,W/B,3235
03-Oct-19,68,9:18:00 AM,Thursday,Warden STN,Investigation,10,16,N/B,8634
03-Oct-19,29,9:41:00 AM,Thursday,Dufferin / bloor,Investigation,8,16,S/B,9148
03-Oct-19,34,9:52:00 AM,Thursday,Kennedy Station,Utilized Off Route,8,16,W/B,8779
03-Oct-19,68,10:06:00 AM,Thursday,Warden Ave/Comstock Rd,Mechanical,10,20,N/B,8844
03-Oct-19,35,10:10:00 AM,Thursday,Jane and Wilson,Mechanical,7,14,S/B,3550
03-Oct-19,69,10:29:00 AM,Thursday,Warden STN,Mechanical,11,22,S/B,8496
03-Oct-19,112,10:52:00 AM,Thursday,Carlingview at Dixon,Mechanical,10,20,S/B,8045
03-Oct-19,36,11:23:00 AM,Thursday,Arrow road,Mechanical,5,10,W/B,9107
03-Oct-19,35,11:35:00 AM,Thursday,Jane and Falstaff,Investigation,7,14,N/B,3173
03-Oct-19,100,11:37:00 AM,Thursday,Broadview Station,Utilized Off Route,7,14,N/B,8872
03-Oct-19,168,11:40:00 AM,Thursday,Dundas West Sation,Utilized Off Route,1,1,E/B,1115
03-Oct-19,939,11:54:00 AM,Thursday,Finch Station,Utilized Off Route,9,18,EB,1654
03-Oct-19,902,12:00:00 PM,Thursday,Markham Express route,General Delay,10,20,B/W,
03-Oct-19,716,12:00:00 PM,Thursday,Victoria Park and Danforth,Utilized Off Route,1,1,W/B,8574
03-Oct-19,102,12:00:00 PM,Thursday,Markham Route,General Delay,30,60,B/W,
03-Oct-19,24,12:00:00 PM,Thursday,Victoria Park Station,Utilized Off Route,10,20,S/B,8955
03-Oct-19,720,12:00:00 PM,Thursday,Eglinton Station,Utilized Off Route,1,1,E/B,8874
03-Oct-19,68,12:00:00 PM,Thursday,Warden Route,General Delay,30,60,B/W,
03-Oct-19,89,12:00:00 PM,Thursday,Weston/Albion,Utilized Off Route,11,22,N/B,1030
03-Oct-19,54,12:05:00 PM,Thursday,Eglinton Station,Utilized Off Route,12,24,E/B,8663
03-Oct-19,710,12:06:00 PM,Thursday,Pape Station,Utilized Off Route,1,1,W/B,8843
03-Oct-19,24,12:10:00 PM,Thursday,Victoria Park Station,Utilized Off Route,24,48,N/B,8565
03-Oct-19,709,12:10:00 PM,Thursday,Mt.Dennis Garage,Utilized Off Route,1,1,E/B,1360
03-Oct-19,52,12:11:00 PM,Thursday,Black creek/ Lawrence,Mechanical,15,27,E/B,1346
03-Oct-19,105,12:13:00 PM,Thursday,Sheppard West Stn,Mechanical,15,30,N/B,8396
03-Oct-19,116,12:14:00 PM,Thursday,Morningside/Lawrence,Mechanical,24,48,E/B,8896
03-Oct-19,67,12:18:00 PM,Thursday,Kellyvale Dr (just South of Ellesmere),Diversion,5,10,N/B,8685
03-Oct-19,902,12:21:00 PM,Thursday,Warden station,Investigation,10,20,S/B,8556
03-Oct-19,902,12:21:00 PM,Thursday,Warden Station tunnel,Diversion,30,40,S/B,
03-Oct-19,9,12:21:00 PM,Thursday,Warden Station,Diversion,30,42,S/B,
03-Oct-19,102,12:21:00 PM,Thursday,Warden Station tunnel,Diversion,60,90,S/B,
03-Oct-19,16,12:21:00 PM,Thursday,McCowan S Route,Diversion,30,42,S/B,
03-Oct-19,701,12:40:00 PM,Thursday,Kipling stn,Utilized Off Route,1,1,N/B,8446
03-Oct-19,121,1:00:00 PM,Thursday,Between Ontario Place and Cherrybeach,General Delay,25,31,B/W,
03-Oct-19,9,1:00:00 PM,Thursday,Bellamy route,General Delay,12,24,W/B,
03-Oct-19,60,1:00:00 PM,Thursday,Steeles West Route,General Delay,20,29,BW,0
03-Oct-19,165,1:04:00 PM,Thursday,Weston & Sheppard,Mechanical,12,24,S/B,3237
03-Oct-19,26,1:15:00 PM,Thursday,St Clair West Station,Investigation,30,60,S/B,1633
03-Oct-19,905,1:40:00 PM,Thursday,Kennedy Station,Mechanical,8,16,E/B,8749
03-Oct-19,902,1:43:00 PM,Thursday,Progress and Markham,Investigation,10,20,S/B,3137
03-Oct-19,70,1:49:00 PM,Thursday,Mortimer Ave,Investigation,1,1,S/B,8753
03-Oct-19,61,2:00:00 PM,Thursday,Entire Route,General Delay,20,25,B/W,
03-Oct-19,131,2:00:00 PM,Thursday,Scarborough Town Center to Sewells/Morningview,General Delay,9,24,B/W,
03-Oct-19,51,2:00:00 PM,Thursday,leslie and eglinton,Mechanical,18,36,W/B,8353
03-Oct-19,17,2:00:00 PM,Thursday,Birchmount route,General Delay,40,80,B/W,
03-Oct-19,129,2:00:00 PM,Thursday,Scarborough Town Center to Major MacKenzie,General Delay,14,42,B/W,
03-Oct-19,16,2:00:00 PM,Thursday,McCowan S route,General Delay,12,24,B/W,
03-Oct-19,11,2:02:00 PM,Thursday,Sunnybrook Hospital,Mechanical,13,26,S/B,8209
03-Oct-19,91,2:28:00 PM,Thursday,Sunrise Ave,Mechanical,25,50,S/B,3123
03-Oct-19,26,2:28:00 PM,Thursday,St.George Station,Diversion,27,37,B/W,
03-Oct-19,169,2:30:00 PM,Thursday,Don Mills Stn to Scarborough Town Center,General Delay,14,40,B/W,
03-Oct-19,134,2:30:00 PM,Thursday,Scarborough Town Center to Finchdene Square,General Delay,9,24,B/W,
03-Oct-19,79,2:47:00 PM,Thursday,Pine and Lawrence,Mechanical,12,24,S/B,1087
03-Oct-19,95,2:50:00 PM,Thursday,York mills Station,Mechanical,8,19,E/B,1716
03-Oct-19,25,3:00:00 PM,Thursday,Eglinton Ave,General Delay,15,21,S/B,
03-Oct-19,70,3:00:00 PM,Thursday,Eglinton Ave,General Delay,15,25,S/B,
03-Oct-19,31,3:00:00 PM,Thursday,Danforth Ave and Gerrrad St,General Delay,10,20,S/B,
03-Oct-19,11,3:00:00 PM,Thursday,Entire Route,General Delay,25,35,B/W,
03-Oct-19,75,3:00:00 PM,Thursday,Between Lower Jarvis/QueensQuay and Bloor,General Delay,35,35,B/W,
03-Oct-19,44,3:00:00 PM,Thursday,Kipling Station to Colonel Samuel Smith Loop,General Delay,15,20,B/W,
03-Oct-19,45,3:00:00 PM,Thursday,Kipling Station to Steeles and Disco and Attwell,General Delay,15,21,B/W,
03-Oct-19,49,3:00:00 PM,Thursday,Kipling Station to Markland,General Delay,15,27,B/W,
03-Oct-19,30,3:00:00 PM,Thursday,High Park Station to Kipling Station,General Delay,15,37,B/W,
03-Oct-19,83,3:00:00 PM,Thursday,Entire Route,General Delay,20,23,S/B,
03-Oct-19,87,3:00:00 PM,Thursday,Between Broadview Stn and Main St Station,General Delay,15,21,B/W,
03-Oct-19,72,3:00:00 PM,Thursday,Between Union and Pape,General Delay,25,35,B/W,
03-Oct-19,100,3:00:00 PM,Thursday,between Broadview Stn and Don Mills/Eglinton,General Delay,21,35,B/W,
03-Oct-19,123,3:00:00 PM,Thursday,Kipling Station to Long Branch Loop,General Delay,15,31,B/W,
03-Oct-19,6,3:00:00 PM,Thursday,Between Davenport/Dupont and Lower Jarvis/Queensquay,General Delay,29,35,B/W,
03-Oct-19,94,3:00:00 PM,Thursday,Between Ossington Stn and Castle Frank Stn,General Delay,15,25,B/W,
03-Oct-19,34,3:05:00 PM,Thursday,Eglinton Station,Investigation,10,20,E/B,8920
03-Oct-19,34,3:07:00 PM,Thursday,Kennedy Station,Mechanical,10,20,W/B,8862
03-Oct-19,32,3:07:00 PM,Thursday,Eglinton and Bathurst,Investigation,5,9,B/W,1077
03-Oct-19,54,3:14:00 PM,Thursday,yonge and eglinton,Investigation,10,20,E/B,8676
03-Oct-19,939,3:23:00 PM,Thursday,Finch Station,Mechanical,11,22,EB,1655
03-Oct-19,36,3:55:00 PM,Thursday,Finch west station,Mechanical,5,10,W/B,9105
03-Oct-19,85,3:59:00 PM,Thursday,Malvern Gates,Mechanical,6,12,E/B,3451
03-Oct-19,15,4:00:00 PM,Thursday,Entire Route,General Delay,20,35,B/W,
03-Oct-19,37,4:00:00 PM,Thursday,Entire Route,General Delay,30,40,B/W,
03-Oct-19,110,4:00:00 PM,Thursday,Entire Route,General Delay,25,35,B/W,
03-Oct-19,66,4:00:00 PM,Thursday,Entire Route,General Delay,20,8,B/W,
03-Oct-19,79,4:12:00 PM,Thursday,Pine and Lawrence,Mechanical,8,16,S/B,1065
03-Oct-19,989,4:15:00 PM,Thursday,Albian & Steels,Mechanical,14,28,N/B,1072
03-Oct-19,54,4:20:00 PM,Thursday,leslie and lawerence,General Delay,14,28,W/B,8817
03-Oct-19,129,4:24:00 PM,Thursday,McCowan at Sheppard,Mechanical,4,9,N/B,9000
03-Oct-19,144,4:25:00 PM,Thursday,Richmond st/Power,Mechanical,20,40,W/B,8622
03-Oct-19,106,4:30:00 PM,Thursday,Sheppard West Stn,Investigation,11,22,E/B,1234
03-Oct-19,84,4:37:00 PM,Thursday,Allen and Sheppard,Investigation,30,60,,3201
03-Oct-19,6,4:47:00 PM,Thursday,Bay/ Greenville,Investigation,6,12,N/B,1143
03-Oct-19,996,4:50:00 PM,Thursday,York Mills station to Humber College,Diversion,60,65,B/W,
03-Oct-19,118,4:50:00 PM,Thursday,Thistle Down to Albion,Diversion,25,1,B/W,
03-Oct-19,89,4:56:00 PM,Thursday,Weston Rd & Walsh Ave,Diversion,998,999,S/B,
03-Oct-19,924,4:59:00 PM,Thursday,Victoria park/lawrence,Mechanical,9,18,N/B,8500
03-Oct-19,96,5:00:00 PM,Thursday,Wilson/Walsh and Weston,Diversion,554,579,S/B,
03-Oct-19,165,5:00:00 PM,Thursday,Wilson/Walsh and Weston,Diversion,582,597,N/B,
03-Oct-19,145,5:00:00 PM,Thursday,Entire Route,General Delay,30,60,B/W,
03-Oct-19,165,5:00:00 PM,Thursday,Wilson/Walsh and Weston,General Delay,60,1,B/W,
03-Oct-19,96,5:00:00 PM,Thursday,Wilson/Walsh and Weston,General Delay,60,1,B/W,
03-Oct-19,73,5:00:00 PM,Thursday,Weston and Albion,Diversion,1,1,N/B,
03-Oct-19,73,5:00:00 PM,Thursday,Entire Route,General Delay,30,40,B/W,
03-Oct-19,985,5:00:00 PM,Thursday,Don Mills Stn to Scarb. Town Centre,General Delay,30,40,B/W,
03-Oct-19,85,5:00:00 PM,Thursday,Don Mills Stn to Rouge Hill Go Stn,General Delay,30,54,B/W,
03-Oct-19,123,5:03:00 PM,Thursday,Long Branch Loop,Mechanical,10,20,N/B,8083
03-Oct-19,7,5:14:00 PM,Thursday,Bathurst Stn,Mechanical,7,15,N/B,8348
03-Oct-19,53,5:28:00 PM,Thursday,Tapscott,Mechanical,6,11,W/B,1318
03-Oct-19,36,5:37:00 PM,Thursday,Islington and Finch,Investigation,6,12,W/B,9111
03-Oct-19,95,5:46:00 PM,Thursday,Yorkmills to Donmills,General Delay,28,38,B/W,
03-Oct-19,995,5:48:00 PM,Thursday,Yorkmills to Donmills,General Delay,25,35,B/W,
03-Oct-19,69,5:49:00 PM,Thursday,Birchmount and Zenith,Diversion,27,39,S/B,
03-Oct-19,122,5:50:00 PM,Thursday,Roywood and Fenside,Mechanical,12,24,W/B,8215
03-Oct-19,112,6:00:00 PM,Thursday,"On West Mall, at Holiday",Mechanical,20,40,N/B,8059
03-Oct-19,34,6:00:00 PM,Thursday,Kennedy Station,Mechanical,10,20,W/B,8733
03-Oct-19,85,6:10:00 PM,Thursday,Don Mills Stn,Mechanical,9,18,W/B,1386
03-Oct-19,89,6:20:00 PM,Thursday,Keel Station,Investigation,11,22,S/B,1260
03-Oct-19,60,6:42:00 PM,Thursday,Finch Station,Investigation,9,17,NB,3276
03-Oct-19,24,6:45:00 PM,Thursday,Entire Route,General Delay,26,1,B/W,
03-Oct-19,88,6:45:00 PM,Thursday,St. Clair Station,Mechanical,1,1,N/B,8331
03-Oct-19,143,6:47:00 PM,Thursday,Queen/Kippendavie ave,Investigation,37,74,E/B,8584
03-Oct-19,54,7:14:00 PM,Thursday,bellamy and lawerence,Mechanical,10,20,E/B,8817
03-Oct-19,53,7:23:00 PM,Thursday,Tapscott,Mechanical,5,11,W/B,3537
03-Oct-19,32,7:24:00 PM,Thursday,Pine and Lawrence,Investigation,10,20,E/B,1064
03-Oct-19,100,7:27:00 PM,Thursday,Gateway / Don Mills,Mechanical,6,12,N/B,8838
03-Oct-19,118,7:28:00 PM,Thursday,Thistle down and albion,Vision,25,50,B/W,3275
03-Oct-19,34,7:40:00 PM,Thursday,Eglinton at Rosemount,Diversion,310,315,E/B,
03-Oct-19,43,7:41:00 PM,Thursday,Kennedy and Eglinton,Diversion,129,136,S/B,
03-Oct-19,116,7:45:00 PM,Thursday,Morningside at Lawrence,Investigation,7,13,N/B,8887
03-Oct-19,939,8:00:00 PM,Thursday,Finch west station to Scarbrough town centre.,General Delay,10,17,B/W,
03-Oct-19,39,8:00:00 PM,Thursday,Finch station to Old finch,General Delay,10,27,B/W,
03-Oct-19,89,8:11:00 PM,Thursday,Weston & Walsh,General Delay,36,46,B/W,
03-Oct-19,39,8:20:00 PM,Thursday,Finch and Leslie,General Delay,17,34,E/B,1324
03-Oct-19,935,8:22:00 PM,Thursday,St.Marks Road and Jane,Mechanical,10,20,S/B,3316
03-Oct-19,22,8:38:00 PM,Thursday,Coxwell Stn,Investigation,10,20,S/B,8587
03-Oct-19,125,8:38:00 PM,Thursday,Drewry Ave and Bathurst,Diversion,178,208,WB,1213
03-Oct-19,7,8:42:00 PM,Thursday,Bathurst and Drewry,Diversion,168,175,N/B,
03-Oct-19,160,8:42:00 PM,Thursday,Bathurst and Drewry,Diversion,89,113,N/B,
03-Oct-19,24,8:53:00 PM,Thursday,Victoria Park Stn,Investigation,7,14,N/B,8955
03-Oct-19,89,8:54:00 PM,Thursday,Weston & Wlash,Investigation,10,20,N/B,1040
03-Oct-19,42,9:11:00 PM,Thursday,Finch Station,Mechanical,15,29,WB,8123
03-Oct-19,85,9:20:00 PM,Thursday,Victoria Park and Sheppard Ave,Mechanical,12,32,E/B,1531
03-Oct-19,29,9:25:00 PM,Thursday,Daveenport and Dufferin,Investigation,8,16,S/B,9010
03-Oct-19,34,9:35:00 PM,Thursday,Kennedy Station,Mechanical,7,13,W/B,8898
03-Oct-19,113,9:40:00 PM,Thursday,Kennedy Stn,Mechanical,20,40,S/B,3119
03-Oct-19,34,9:40:00 PM,Thursday,Kennedy Station,Utilized Off Route,7,13,W/B,8708
03-Oct-19,46,10:03:00 PM,Thursday,"On Martin Grove, at Rexdale",Investigation,17,34,S/B,3326
03-Oct-19,75,10:15:00 PM,Thursday,Sherbourne/Bloor,Mechanical,17,34,N/B,8167
03-Oct-19,85,10:45:00 PM,Thursday,Medowvale loop,Mechanical,22,44,E/B,3527
03-Oct-19,26,11:00:00 PM,Thursday,Bloor and kingsway,Investigation,24,48,E/B,1345
03-Oct-19,7,11:30:00 PM,Thursday,Bathurst and Davenport,Diversion,20,40,S/B,
04-Oct-19,47,12:43:00 AM,Friday,Eglinton and Caledonia,Mechanical,1,1,S/B,1265
04-Oct-19,131,12:46:00 AM,Friday,Milner rd at Markham,Investigation,15,30,W/B,3543
04-Oct-19,23,12:54:00 AM,Friday,Main Stn,Utilized Off Route,15,30,N/B,8471
04-Oct-19,23,12:59:00 AM,Friday,Main Station,Emergency Services,15,30,N/B,8407
04-Oct-19,96,1:03:00 AM,Friday,Humber College,Emergency Services,20,40,EB,3361
04-Oct-19,900,1:07:00 AM,Friday,Terminal Three,Mechanical,10,20,S/B,8000
04-Oct-19,63,2:05:00 AM,Friday,Oakwood and St clair west,Mechanical,10,20,N/B,8338
04-Oct-19,96,2:15:00 AM,Friday,KEELE AND WILSON,Investigation,14,25,E/B,3208
04-Oct-19,320,2:55:00 AM,Friday,Queens quay and Yonge,Mechanical,3,7,N/B,8338
04-Oct-19,117,5:27:00 AM,Friday,Steeles and Dufferin,Mechanical,20,1,S/B,1234
04-Oct-19,86,5:41:00 AM,Friday,Kennedy Station,Mechanical,16,33,E/B,8885
04-Oct-19,52,6:12:00 AM,Friday,Dixon road,Mechanical,5,10,E/B,8334
04-Oct-19,161,6:15:00 AM,Friday,Ossington Station,Investigation,4,8,W/B,1008
04-Oct-19,66,6:30:00 AM,Friday,OLD MILL STN,Mechanical,18,36,S/B,8456
04-Oct-19,300,6:35:00 AM,Friday,Pape & Danforth,Mechanical,10,20,W/B,8421
04-Oct-19,40,6:35:00 AM,Friday,Dundas West station,Mechanical,6,12,N/B,8421
04-Oct-19,86,6:57:00 AM,Friday,Kingston Road and Galloway,Mechanical,18,36,W/B,8734
04-Oct-19,66,7:01:00 AM,Friday,OLD MILL STN,Mechanical,9,18,S/B,7956
04-Oct-19,43,7:02:00 AM,Friday,Garage,Mechanical,10,20,N/B,8710
04-Oct-19,44,7:03:00 AM,Friday,Kipling & Evans,Mechanical,7,14,N/B,8066
04-Oct-19,600,7:15:00 AM,Friday,Queensway Garae,Utilized Off Route,1,1,N/B,8038
04-Oct-19,54,7:16:00 AM,Friday,Warden and Lawrence,Mechanical,9,18,E/B,8786
04-Oct-19,952,7:20:00 AM,Friday,Lawrence station,Mechanical,10,20,W/B,8105
04-Oct-19,600,7:21:00 AM,Friday,Avon loop,Utilized Off Route,1,1,W/B,1109
04-Oct-19,39,7:30:00 AM,Friday,39 Finch Route-Alll Branch,General Delay,18,36,B/W,3417
04-Oct-19,939,7:30:00 AM,Friday,939 Finch Express-All Branch,General Delay,20,28,B/W,1312
04-Oct-19,76,7:30:00 AM,Friday,ENTIRE ROUTE,General Delay,5,30,B/W,
04-Oct-19,165,7:33:00 AM,Friday,Weston at Ormont,Mechanical,6,12,E/B,3700
04-Oct-19,14,7:36:00 AM,Friday,Caledonia and Glencairn,Mechanical,16,32,E/B,1111
04-Oct-19,939,7:55:00 AM,Friday,STC Station,Mechanical,8,16,Wq,1299
04-Oct-19,37,8:00:00 AM,Friday,ENTIRE ROUTE,General Delay,14,40,B/W,
04-Oct-19,53,8:10:00 AM,Friday,Yonge and Steeles,Mechanical,6,12,E/B,1318
04-Oct-19,913,8:11:00 AM,Friday,STC,Mechanical,4,8,N/B,9081
04-Oct-19,95,8:14:00 AM,Friday,York Mills to Kingston RD,General Delay,20,28,B/W,
04-Oct-19,5,8:17:00 AM,Friday,Eglinton Station,Mechanical,13,26,E/B,1231
04-Oct-19,925,8:30:00 AM,Friday,York Mills and Don Mills,General Delay,10,20,,
04-Oct-19,34,8:30:00 AM,Friday,Entire route,General Delay,10,40,B/W,
04-Oct-19,90,8:35:00 AM,Friday,St Clair Stn,Mechanical,5,10,`,8197
04-Oct-19,17,8:45:00 AM,Friday,Birchmount Rd/Brookmill Blvd,Diversion,65,77,N/B,
04-Oct-19,9,8:45:00 AM,Friday,St Clair West Stn,Utilized Off Route,5,10,,8169
04-Oct-19,995,8:49:00 AM,Friday,York Mills to Scarborough Loop,General Delay,20,30,B/W,
04-Oct-19,995,8:57:00 AM,Friday,York Mills and Don Mills,Investigation,10,20,W/B,3319
04-Oct-19,70,9:00:00 AM,Friday,Eglintion and Victoria park,General Delay,15,30,,
04-Oct-19,133,9:34:00 AM,Friday,McLevin  Ave. / Neilson,Diversion,58,69,N/B,3535
04-Oct-19,34,9:55:00 AM,Friday,Kennedy Station,Utilized Off Route,8,16,W/B,8630
04-Oct-19,63,10:15:00 AM,Friday,Canniff at Strachan,Mechanical,5,10,N/B,8107
04-Oct-19,35,10:16:00 AM,Friday,Jane and Alliance,Mechanical,7,14,N/B,3502
04-Oct-19,34,10:50:00 AM,Friday,Kennedy Station,Utilized Off Route,8,16,W/B,8630
04-Oct-19,34,10:50:00 AM,Friday,Kennedy Station,Utilized Off Route,8,16,W/B,8729
04-Oct-19,63,11:23:00 AM,Friday,Atlantic at Queen,Utilized Off Route,5,10,N/B,1365
04-Oct-19,939,11:25:00 AM,Friday,Bathurst and Finch,Diversion,9,18,W/B,1396
04-Oct-19,23,11:30:00 AM,Friday,23 Dawes route,General Delay,1,1,B/W,
04-Oct-19,36,11:30:00 AM,Friday,Finch and Bathurst,Diversion,6,12,W/B,0
04-Oct-19,162,11:30:00 AM,Friday,Lawrence/ Yonge,Mechanical,30,60,E/B,8188
04-Oct-19,47,11:37:00 AM,Friday,Queen and Lansdowne,Investigation,8,15,S/B,1056
04-Oct-19,22,11:58:00 AM,Friday,Coxwell station,Emergency Services,8,16,,8518
04-Oct-19,5,11:58:00 AM,Friday,Oriole Parkway and Wilberton Rd,Investigation,30,60,N/B,8324
04-Oct-19,54,12:00:00 PM,Friday,Eglinton Station to Starspray,General Delay,25,35,B/W,
04-Oct-19,86,12:10:00 PM,Friday,Kennedy Station,Emergency Services,10,20,E/B,8714
